,pokemonId,days,latitude,longitude,temperature,windSpeed,population_density,windBearing,seconds,date
598,102.0,2016-09-03,35.684030940476184,-89.0097118690476,23.46249999999999,7.215059523809519,919.1609126666668,106.86309523809524,10:24:10,2016-09-03T10:24:10
599,102.0,2016-09-04,33.65135867307693,-88.76731994871797,25.420512820512815,6.550448717948724,667.7810888012815,138.69230769230768,13:05:30,2016-09-04T13:05:30
600,102.0,2016-09-05,35.23440518009479,-89.13020853080573,23.983412322274887,5.845118483412323,946.7441027725124,162.27962085308056,12:47:53,2016-09-05T12:47:53
601,102.0,2016-09-06,34.506819293172704,-90.26841413253018,26.323293172690764,7.350923694779114,968.3476073373492,168.05220883534136,13:02:55,2016-09-06T13:02:55
602,102.0,2016-09-07,35.28186543884894,-88.67932264748205,26.13597122302156,6.899712230215829,817.3782091151077,178.45323741007195,8:05:19,2016-09-07T8:05:19
603,102.0,2016-09-08,36.625613263157895,-87.91484126315788,25.97368421052631,7.5873684210526315,765.9480379473683,154.1578947368421,1:31:43,2016-09-08T1:31:43
604,103.0,2016-09-03,34.899537,-77.527233,21.6,15.65,40.392357,344.0,7:02:31,2016-09-03T7:02:31
605,103.0,2016-09-04,37.9860465,-85.4623055,26.45,6.59,261.4705175,93.5,20:31:18,2016-09-04T20:31:18
606,103.0,2016-09-05,34.2647962,-80.8410834,27.7,7.869999999999999,1844.552964,110.2,14:17:47,2016-09-05T14:17:47
607,103.0,2016-09-06,31.84869975,-89.96754974999999,28.700000000000003,7.595,1584.60808925,151.75,15:05:39,2016-09-06T15:05:39
608,103.0,2016-09-07,34.268037,-119.278246,17.5,2.34,256.71356000000003,108.0,6:19:17,2016-09-07T6:19:17
609,103.0,2016-09-08,30.00432,-90.183853,27.9,3.84,0.0,141.0,0:17:27,2016-09-08T0:17:27
610,104.0,2016-09-02,37.000538000000006,-113.67323975,25.683333333333334,9.190000000000001,1103.5829289166668,217.25,22:50:57,2016-09-02T22:50:57
611,104.0,2016-09-03,34.246488208333325,-108.56771808333336,25.933333333333323,6.95427083333333,1074.124056375,176.39583333333334,7:37:05,2016-09-03T7:37:05
612,104.0,2016-09-04,34.46369705357143,-106.3238116339286,23.081250000000004,7.135178571428571,1088.3334712678568,199.63392857142858,12:09:33,2016-09-04T12:09:33
613,104.0,2016-09-05,34.498489123287676,-108.67069152739728,23.224657534246585,6.769520547945206,1018.8855974109592,208.2876712328767,12:25:03,2016-09-05T12:25:03
614,104.0,2016-09-06,34.195553577380956,-111.07320480952379,22.043452380952402,5.063273809523809,1020.6220556011898,196.52380952380952,8:40:48,2016-09-06T8:40:48
615,104.0,2016-09-07,35.492111397260274,-106.99788284931508,23.450684931506846,7.582328767123286,1084.4133106849322,218.91780821917808,6:25:11,2016-09-07T6:25:11
616,104.0,2016-09-08,35.5861088125,-102.61606256249999,25.96875,7.238125000000001,519.223575,220.75,1:42:05,2016-09-08T1:42:05
617,105.0,2016-09-03,33.194796999999994,-117.384828,20.9,9.56,0.0,218.0,16:43:44,2016-09-03T16:43:44
618,105.0,2016-09-04,36.042553999999996,-100.49476055555556,21.41111111111111,4.936666666666667,460.70932022222223,199.44444444444446,9:17:24,2016-09-04T9:17:24
619,105.0,2016-09-05,32.977705,-117.143372,21.75,5.995,213.2511,267.0,9:29:40,2016-09-05T9:29:40
620,105.0,2016-09-06,32.56805166666667,-112.7990335,20.05,4.088333333333334,1114.7687166666665,192.0,10:03:51,2016-09-06T10:03:51
621,106.0,2016-09-02,34.008217,-118.499215,19.7,10.7,4188.391,249.0,22:09:40,2016-09-02T22:09:40
622,106.0,2016-09-03,35.0752854,-114.4424284,23.56,6.032,2128.733558,218.0,5:54:52,2016-09-03T5:54:52
623,106.0,2016-09-04,35.213128499999996,-106.64277750000001,23.499999999999996,11.3025,388.54820749999993,200.0,15:39:49,2016-09-04T15:39:49
